day,DVS,LAI,TAGP,TWSO,NAVAIL,NuptakeTotal
08-05,2,0,18545.3448967799,7264.58804651844,4.54063470076414,366.653150523828
08-06,2,0,18545.3448967799,7264.58804651844,5.03317075032797,366.653150523828
08-07,2,0,18545.3448967799,7264.58804651844,6.12502011821058,366.653150523828
08-08,2,0,18545.3448967799,7264.58804651844,6.06745043272126,366.653150523828
08-09,2,0,18545.3448967799,7264.58804651844,6.30959391549249,366.653150523828
08-10,2,0,18545.3448967799,7264.58804651844,6.50754794710928,366.653150523828
08-11,2,0,18545.3448967799,7264.58804651844,6.88837280985652,366.653150523828
08-12,2,0,18545.3448967799,7264.58804651844,7.49877451422133,366.653150523828
08-13,2,0,18545.3448967799,7264.58804651844,8.77376776062008,366.653150523828
08-14,2,0,18545.3448967799,7264.58804651844,9.30506062083108,366.653150523828
08-15,2,0,18545.3448967799,7264.58804651844,9.41326657546306,366.653150523828
08-16,2,0,18545.3448967799,7264.58804651844,9.90407752855703,366.653150523828
08-17,2,0,18545.3448967799,7264.58804651844,10.2070146144736,366.653150523828
08-18,2,0,18545.3448967799,7264.58804651844,10.5820177629091,366.653150523828
08-19,2,0,18545.3448967799,7264.58804651844,11.0882678276836,366.653150523828
08-20,2,0,18545.3448967799,7264.58804651844,11.6361146056064,366.653150523828
